activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
5470,20220824,2022-08-24,195,8,Visit,40,0.388,66.4,Neutral
5471,20240129,2024-01-29,26,43,Email,56,-0.155,51.0,Neutral
5472,20250628,2025-06-28,981,41,Demo,11,1.0,78.4,Healthy
5473,20240927,2024-09-27,224,33,Email,26,0.394,66.3,Neutral
5474,20250121,2025-01-21,225,63,Call,18,-0.367,52.5,Neutral
5475,20241216,2024-12-16,1059,69,Demo,29,0.495,66.9,Neutral
5476,20250407,2025-04-07,725,50,Demo,40,0.215,68.3,Neutral
5477,20230808,2023-08-08,21,12,Training,39,0.865,82.7,Healthy
5478,20240316,2024-03-16,102,53,Email,37,-0.167,40.9,At Risk
5479,20220205,2022-02-05,608,73,Call,14,0.251,75.0,Healthy
5480,20240423,2024-04-23,32,2,Call,30,-0.225,62.3,Neutral
5481,20240705,2024-07-05,1020,58,Call,50,0.01,59.5,Neutral
5482,20241015,2024-10-15,296,37,Email,57,0.837,79.1,Healthy
5483,20240409,2024-04-09,849,7,Call,30,-0.829,64.9,Neutral
5484,20221031,2022-10-31,983,84,Business Review,41,0.062,66.2,Neutral
5485,20231119,2023-11-19,417,70,Demo,32,-0.353,58.2,Neutral
5486,20240607,2024-06-07,898,85,Demo,19,0.052,62.8,Neutral
5487,20250219,2025-02-19,553,41,Email,39,0.514,75.8,Healthy
5488,20230704,2023-07-04,807,37,Call,25,0.671,73.8,Neutral
5489,20220805,2022-08-05,98,84,Email,32,0.86,83.3,Healthy
5490,20241203,2024-12-03,769,79,Email,33,-0.303,54.5,Neutral
5491,20210905,2021-09-05,37,16,Call,5,-0.346,69.0,Neutral
5492,20220410,2022-04-10,974,60,Visit,62,-0.016,57.1,Neutral
5493,20220911,2022-09-11,636,6,Demo,13,-0.46,61.5,Neutral
5494,20240329,2024-03-29,619,40,Email,18,0.513,83.6,Healthy
5495,20231220,2023-12-20,461,30,Email,55,-0.523,52.8,Neutral
5496,20241128,2024-11-28,904,16,Email,37,0.589,76.7,Healthy
5497,20240108,2024-01-08,361,25,Email,76,0.677,66.7,Neutral
5498,20250808,2025-08-08,67,14,Call,23,-0.199,75.1,Healthy
5499,20240926,2024-09-26,875,77,Call,45,0.601,61.1,Neutral
5500,20240306,2024-03-06,573,71,Email,15,-0.522,55.3,Neutral
5501,20240314,2024-03-14,1055,38,Demo,66,-0.922,63.7,Neutral
5502,20250427,2025-04-27,442,34,Training,60,0.748,87.4,Healthy
5503,20240619,2024-06-19,836,26,Call,43,-0.403,65.9,Neutral
5504,20250622,2025-06-22,1020,7,Email,31,-0.054,48.9,At Risk
5505,20251231,2025-12-31,990,26,Call,31,1.0,77.8,Healthy
5506,20240518,2024-05-18,676,58,Call,48,-0.15,77.5,Healthy
5507,20240902,2024-09-02,238,35,Email,81,0.434,72.0,Neutral
5508,20250929,2025-09-29,268,59,Email,19,-0.064,61.7,Neutral
5509,20220924,2022-09-24,169,3,Demo,44,0.056,64.1,Neutral
5510,20230804,2023-08-04,236,75,Visit,43,-0.231,57.5,Neutral
5511,20240612,2024-06-12,465,80,Call,39,1.0,85.6,Healthy
5512,20210611,2021-06-11,1079,58,Call,32,0.339,63.1,Neutral
5513,20241117,2024-11-17,510,75,Email,49,0.56,75.9,Healthy
5514,20250712,2025-07-12,5,3,Call,39,0.788,63.1,Neutral
5515,20240618,2024-06-18,1081,38,Demo,58,0.612,77.6,Healthy
5516,20210124,2021-01-24,20,39,Visit,36,0.763,63.3,Neutral
5517,20251115,2025-11-15,1050,27,Email,54,0.762,74.8,Neutral
5518,20240627,2024-06-27,977,46,Email,14,-0.627,61.3,Neutral
5519,20241105,2024-11-05,706,3,Email,53,0.392,71.5,Neutral
5520,20240716,2024-07-16,812,6,Call,46,0.51,79.5,Healthy
5521,20231201,2023-12-01,359,48,Call,26,0.278,68.8,Neutral
5522,20241001,2024-10-01,401,49,Visit,5,0.258,69.9,Neutral
5523,20210218,2021-02-18,226,80,Call,37,-0.248,49.8,At Risk
5524,20230509,2023-05-09,866,22,Training,17,0.933,83.0,Healthy
5525,20220528,2022-05-28,575,84,Business Review,56,-1.0,64.7,Neutral
5526,20250110,2025-01-10,469,45,Visit,14,-0.208,63.5,Neutral
5527,20240208,2024-02-08,475,50,Call,35,-0.012,45.9,At Risk
5528,20251026,2025-10-26,410,22,Business Review,36,0.908,77.4,Healthy
5529,20240115,2024-01-15,788,17,Email,65,-0.388,65.2,Neutral
5530,20230829,2023-08-29,626,70,Call,39,-0.256,59.5,Neutral
5531,20210508,2021-05-08,598,36,Business Review,32,-0.565,61.9,Neutral
5532,20250705,2025-07-05,693,67,Email,23,-0.282,37.9,At Risk
5533,20240713,2024-07-13,480,50,Call,5,0.917,67.3,Neutral
5534,20250420,2025-04-20,1153,37,Call,48,0.578,61.2,Neutral
5535,20240422,2024-04-22,279,53,Email,23,0.317,67.9,Neutral
5536,20210414,2021-04-14,927,58,Email,5,0.291,59.7,Neutral
5537,20230725,2023-07-25,238,85,Training,54,-0.141,72.6,Neutral
5538,20231013,2023-10-13,622,18,Call,16,-0.254,68.5,Neutral
5539,20251213,2025-12-13,718,20,Email,42,0.058,69.8,Neutral
5540,20240205,2024-02-05,626,22,Call,44,0.613,82.8,Healthy
5541,20241221,2024-12-21,1120,80,Call,29,0.557,65.7,Neutral
5542,20251204,2025-12-04,482,71,Call,57,0.089,58.5,Neutral
5543,20240919,2024-09-19,417,70,Email,26,-0.358,68.6,Neutral
5544,20241123,2024-11-23,1069,75,Business Review,34,0.992,68.5,Neutral
5545,20250422,2025-04-22,399,7,Call,32,-0.603,58.4,Neutral
5546,20250612,2025-06-12,839,16,Call,25,0.171,68.3,Neutral
5547,20240812,2024-08-12,1079,76,Demo,70,-0.156,71.6,Neutral
5548,20220219,2022-02-19,762,45,Call,32,0.532,86.5,Healthy
5549,20220713,2022-07-13,258,57,Email,58,1.0,77.1,Healthy
5550,20240901,2024-09-01,205,65,Demo,35,-0.236,70.6,Neutral
5551,20210601,2021-06-01,85,42,Email,44,1.0,87.4,Healthy
5552,20251130,2025-11-30,268,18,Call,61,0.687,81.3,Healthy
5553,20230614,2023-06-14,37,6,Demo,57,0.499,65.7,Neutral
5554,20230410,2023-04-10,244,63,Email,41,-0.635,59.1,Neutral
5555,20240622,2024-06-22,589,33,Email,35,0.07,69.6,Neutral
5556,20250215,2025-02-15,1083,59,Call,14,-0.567,58.4,Neutral
5557,20230913,2023-09-13,326,5,Call,28,-0.68,50.8,Neutral
5558,20240205,2024-02-05,905,34,Call,31,-0.127,74.2,Neutral
5559,20241013,2024-10-13,320,12,Call,16,0.177,70.1,Neutral
5560,20251222,2025-12-22,957,46,Business Review,65,0.811,78.3,Healthy
5561,20210623,2021-06-23,656,26,Visit,25,0.156,68.4,Neutral
5562,20211020,2021-10-20,545,68,Demo,33,0.11,65.7,Neutral
5563,20250410,2025-04-10,473,22,Call,13,-0.004,70.5,Neutral
5564,20250605,2025-06-05,70,58,Call,16,1.0,79.7,Healthy
5565,20240423,2024-04-23,952,41,Email,29,1.0,70.9,Neutral
5566,20230813,2023-08-13,872,80,Email,36,0.517,74.5,Neutral
5567,20251216,2025-12-16,274,39,Call,34,-0.643,43.1,At Risk
5568,20230218,2023-02-18,155,62,Call,44,-0.454,49.0,At Risk
5569,20220723,2022-07-23,291,75,Visit,7,-0.326,55.9,Neutral
5570,20240424,2024-04-24,995,30,Email,38,0.041,53.7,Neutral
5571,20240521,2024-05-21,101,57,Call,23,0.388,75.3,Healthy
5572,20250908,2025-09-08,556,4,Email,49,-0.571,66.1,Neutral
5573,20251008,2025-10-08,877,69,Demo,37,-0.306,60.5,Neutral
5574,20210809,2021-08-09,530,60,Email,38,-0.326,59.6,Neutral
5575,20230825,2023-08-25,441,43,Demo,54,0.003,57.2,Neutral
5576,20250118,2025-01-18,44,39,Email,50,-0.049,55.5,Neutral
5577,20250525,2025-05-25,684,64,Call,19,-0.339,49.9,At Risk
5578,20231109,2023-11-09,790,68,Email,81,0.372,68.1,Neutral
5579,20230909,2023-09-09,1044,82,Call,21,0.41,72.5,Neutral
5580,20240407,2024-04-07,162,62,Email,18,-0.629,59.3,Neutral
5581,20230309,2023-03-09,431,34,Email,5,-0.065,57.9,Neutral
5582,20220501,2022-05-01,11,4,Demo,34,1.0,84.9,Healthy
5583,20240523,2024-05-23,474,79,Visit,30,-0.293,61.4,Neutral
5584,20240206,2024-02-06,465,14,Visit,27,0.259,74.0,Neutral
5585,20250318,2025-03-18,807,53,Visit,54,0.173,78.7,Healthy
5586,20251210,2025-12-10,878,85,Demo,38,0.718,79.7,Healthy
5587,20251120,2025-11-20,265,82,Demo,38,-0.175,72.9,Neutral
5588,20250412,2025-04-12,1025,61,Call,25,0.678,68.8,Neutral
5589,20240513,2024-05-13,170,9,Email,53,0.042,68.6,Neutral
5590,20231108,2023-11-08,118,3,Training,5,0.837,62.9,Neutral
5591,20241017,2024-10-17,1055,8,Call,48,-0.945,54.5,Neutral
5592,20220901,2022-09-01,974,43,Call,5,0.144,50.2,Neutral
5593,20220822,2022-08-22,1079,29,Call,23,-0.02,71.9,Neutral
5594,20240727,2024-07-27,1126,65,Email,30,0.022,61.2,Neutral
5595,20250312,2025-03-12,238,35,Email,73,0.634,83.4,Healthy
5596,20251116,2025-11-16,988,30,Email,17,0.16,71.3,Neutral
5597,20220918,2022-09-18,346,68,Business Review,34,-0.061,66.3,Neutral
5598,20230521,2023-05-21,695,42,Visit,23,-0.483,59.6,Neutral
5599,20210721,2021-07-21,586,36,Call,49,0.394,85.6,Healthy
5600,20240221,2024-02-21,661,84,Demo,43,-0.315,54.3,Neutral
5601,20250205,2025-02-05,851,28,Email,32,0.038,64.3,Neutral
5602,20230608,2023-06-08,251,64,Email,26,0.917,67.3,Neutral
5603,20210405,2021-04-05,1128,43,Training,55,-0.438,40.8,At Risk
5604,20210716,2021-07-16,1154,10,Call,65,0.134,69.1,Neutral
5605,20241118,2024-11-18,483,69,Call,42,0.239,55.8,Neutral
5606,20250125,2025-01-25,804,42,Call,31,0.492,57.9,Neutral
5607,20240306,2024-03-06,845,51,Visit,37,0.284,69.4,Neutral
5608,20221219,2022-12-19,778,16,Call,34,1.0,73.1,Neutral
5609,20240702,2024-07-02,507,76,Visit,50,0.144,62.7,Neutral
5610,20240715,2024-07-15,1062,36,Demo,32,0.318,70.5,Neutral
5611,20250909,2025-09-09,507,7,Email,71,0.475,73.0,Neutral
5612,20220217,2022-02-17,944,14,Call,19,0.753,71.5,Neutral
5613,20250525,2025-05-25,658,41,Visit,65,0.695,60.5,Neutral
5614,20241029,2024-10-29,34,18,Call,30,0.326,61.0,Neutral
5615,20240910,2024-09-10,859,18,Call,28,-0.168,50.1,Neutral
5616,20251220,2025-12-20,818,11,Call,26,-0.207,61.9,Neutral
5617,20250528,2025-05-28,756,85,Email,33,1.0,65.2,Neutral
5618,20241022,2024-10-22,224,36,Call,7,-0.097,51.3,Neutral
5619,20221213,2022-12-13,400,41,Demo,69,-0.256,62.6,Neutral
5620,20240813,2024-08-13,909,77,Visit,38,0.606,76.1,Healthy
5621,20251006,2025-10-06,930,80,Email,5,0.978,83.4,Healthy
5622,20250115,2025-01-15,648,48,Call,79,-0.794,47.7,At Risk
5623,20250315,2025-03-15,1030,83,Call,42,0.298,76.7,Healthy
5624,20211226,2021-12-26,503,68,Call,21,-0.242,69.9,Neutral
5625,20210816,2021-08-16,1162,27,Email,16,0.569,73.1,Neutral
5626,20210411,2021-04-11,755,26,Demo,60,0.27,66.6,Neutral
5627,20230824,2023-08-24,988,30,Email,35,1.0,84.8,Healthy
5628,20230504,2023-05-04,435,37,Call,26,-0.346,41.8,At Risk
5629,20220213,2022-02-13,865,31,Email,46,-0.457,58.1,Neutral
5630,20221018,2022-10-18,696,85,Call,31,-0.074,55.6,Neutral
5631,20251209,2025-12-09,557,34,Email,22,0.176,66.6,Neutral
5632,20230227,2023-02-27,121,75,Training,74,-0.03,58.2,Neutral
5633,20210624,2021-06-24,415,79,Call,23,1.0,78.5,Healthy
5634,20251029,2025-10-29,1092,81,Visit,27,0.01,55.3,Neutral
5635,20230311,2023-03-11,480,42,Email,14,1.0,78.6,Healthy
5636,20251002,2025-10-02,1183,23,Email,57,0.589,87.2,Healthy
5637,20220816,2022-08-16,765,28,Business Review,8,-0.5,67.4,Neutral
5638,20240830,2024-08-30,842,37,Call,8,0.752,69.9,Neutral
5639,20220524,2022-05-24,194,22,Training,52,-0.883,51.1,Neutral
5640,20250114,2025-01-14,176,27,Email,60,-0.401,53.9,Neutral
5641,20250114,2025-01-14,588,29,Business Review,40,-0.127,64.0,Neutral
5642,20241110,2024-11-10,1010,69,Call,13,0.271,59.2,Neutral
5643,20250813,2025-08-13,878,63,Call,46,-0.52,53.2,Neutral
5644,20240914,2024-09-14,547,6,Demo,32,-1.0,53.2,Neutral
5645,20251201,2025-12-01,988,35,Email,97,0.89,79.9,Healthy
5646,20250224,2025-02-24,1129,30,Call,34,-0.039,61.2,Neutral
5647,20250524,2025-05-24,1080,79,Call,46,0.281,73.8,Neutral
5648,20240104,2024-01-04,1006,34,Visit,12,0.699,83.4,Healthy
5649,20241210,2024-12-10,842,53,Training,18,-0.167,64.7,Neutral
5650,20230902,2023-09-02,395,2,Call,20,0.586,69.8,Neutral
5651,20240418,2024-04-18,426,69,Call,16,0.489,71.2,Neutral
5652,20240411,2024-04-11,299,78,Call,35,0.21,79.0,Healthy
5653,20231009,2023-10-09,558,27,Call,15,0.049,66.7,Neutral
5654,20230320,2023-03-20,446,23,Call,5,0.173,66.4,Neutral
5655,20240129,2024-01-29,589,11,Business Review,49,1.0,64.8,Neutral
5656,20231225,2023-12-25,584,18,Training,45,0.44,64.1,Neutral
5657,20211210,2021-12-10,18,37,Call,33,-0.512,60.5,Neutral
5658,20220307,2022-03-07,157,34,Call,42,0.022,61.9,Neutral
5659,20230526,2023-05-26,316,1,Training,31,-0.359,71.6,Neutral
5660,20240904,2024-09-04,1085,80,Email,50,0.11,67.3,Neutral
5661,20241225,2024-12-25,702,43,Email,19,-0.78,49.4,At Risk
5662,20250321,2025-03-21,684,2,Email,49,0.113,85.1,Healthy
5663,20250316,2025-03-16,197,69,Call,42,0.726,85.8,Healthy
5664,20240202,2024-02-02,1185,70,Call,47,0.868,76.5,Healthy
5665,20240818,2024-08-18,731,79,Call,5,0.568,70.4,Neutral
5666,20240414,2024-04-14,572,80,Email,66,0.697,89.3,Healthy
5667,20230328,2023-03-28,307,42,Call,47,-0.395,55.5,Neutral
5668,20231007,2023-10-07,837,35,Business Review,5,-0.4,49.7,At Risk
5669,20230327,2023-03-27,294,37,Email,5,-0.037,55.7,Neutral
5670,20241128,2024-11-28,1083,59,Email,42,-1.0,31.3,At Risk
5671,20231019,2023-10-19,586,26,Call,45,0.402,61.9,Neutral
5672,20241009,2024-10-09,629,37,Demo,64,0.394,75.1,Healthy
5673,20250727,2025-07-27,997,32,Email,39,0.611,70.9,Neutral
5674,20211015,2021-10-15,799,73,Training,26,0.53,64.7,Neutral
5675,20240109,2024-01-09,116,77,Email,43,0.561,76.5,Healthy
5676,20250113,2025-01-13,520,69,Training,48,-0.312,54.3,Neutral
5677,20240217,2024-02-17,21,82,Email,21,-0.111,61.3,Neutral
5678,20230731,2023-07-31,1047,66,Email,16,-0.049,71.7,Neutral
5679,20231206,2023-12-06,116,54,Call,23,0.312,77.4,Healthy
5680,20220408,2022-04-08,1141,26,Email,9,-0.782,30.1,At Risk
5681,20250622,2025-06-22,846,33,Call,40,0.152,67.1,Neutral
5682,20210920,2021-09-20,70,79,Email,32,0.371,66.4,Neutral
5683,20250127,2025-01-27,569,53,Visit,5,0.53,84.7,Healthy
5684,20231201,2023-12-01,192,2,Call,5,0.395,66.9,Neutral
5685,20221213,2022-12-13,975,34,Business Review,37,-0.561,50.3,Neutral
5686,20241203,2024-12-03,758,51,Visit,34,-0.507,55.9,Neutral
5687,20240111,2024-01-11,519,49,Training,6,0.131,51.2,Neutral
5688,20220617,2022-06-17,377,81,Email,59,-0.302,34.8,At Risk
5689,20231112,2023-11-12,1164,46,Visit,36,-0.834,58.3,Neutral
5690,20230315,2023-03-15,74,58,Call,30,-0.785,56.8,Neutral
5691,20231023,2023-10-23,388,28,Training,47,0.564,77.7,Healthy
5692,20220520,2022-05-20,385,71,Call,47,-1.0,61.2,Neutral
5693,20240701,2024-07-01,129,82,Call,18,0.421,77.7,Healthy
5694,20250124,2025-01-24,924,37,Email,5,0.082,64.5,Neutral
5695,20240107,2024-01-07,519,10,Visit,31,0.666,74.1,Neutral
5696,20220804,2022-08-04,88,41,Call,41,-0.543,65.7,Neutral
5697,20211229,2021-12-29,739,27,Email,17,-0.818,47.9,At Risk
5698,20230305,2023-03-05,710,2,Email,27,-0.211,57.3,Neutral
5699,20210817,2021-08-17,2,68,Email,65,0.104,76.6,Healthy
5700,20240427,2024-04-27,344,27,Visit,55,-0.589,40.9,At Risk
5701,20250227,2025-02-27,121,14,Call,46,-0.104,73.0,Neutral
5702,20230129,2023-01-29,1141,12,Call,45,1.0,83.9,Healthy
5703,20240429,2024-04-29,934,67,Business Review,60,-0.599,48.0,At Risk
5704,20210923,2021-09-23,1026,30,Call,33,0.783,87.5,Healthy
5705,20210922,2021-09-22,739,64,Call,41,-0.049,64.8,Neutral
5706,20231204,2023-12-04,363,31,Call,68,-0.804,58.1,Neutral
5707,20241019,2024-10-19,765,45,Demo,41,0.152,72.3,Neutral
5708,20240412,2024-04-12,1098,10,Call,52,-0.295,60.6,Neutral
5709,20250503,2025-05-03,355,69,Demo,37,1.0,88.2,Healthy
5710,20250924,2025-09-24,557,64,Call,33,-0.008,50.3,Neutral
5711,20250718,2025-07-18,458,2,Business Review,42,0.029,65.2,Neutral
5712,20250926,2025-09-26,170,57,Call,28,-0.395,66.4,Neutral
5713,20250604,2025-06-04,808,82,Call,46,1.0,78.6,Healthy
5714,20230221,2023-02-21,465,46,Email,64,0.221,56.8,Neutral
5715,20250213,2025-02-13,356,73,Call,29,-0.827,48.8,At Risk
5716,20251128,2025-11-28,944,80,Call,13,0.22,62.2,Neutral
5717,20220309,2022-03-09,409,63,Email,35,0.112,60.9,Neutral
5718,20221127,2022-11-27,400,41,Training,30,-0.624,63.5,Neutral
5719,20241109,2024-11-09,514,51,Email,36,-0.31,65.5,Neutral
5720,20251229,2025-12-29,971,71,Email,42,0.06,59.4,Neutral
5721,20240917,2024-09-17,224,33,Business Review,52,-0.197,48.0,At Risk
5722,20240506,2024-05-06,735,26,Visit,28,0.341,77.1,Healthy
5723,20231013,2023-10-13,1006,27,Email,41,-0.065,62.5,Neutral
5724,20250125,2025-01-25,240,2,Demo,19,-1.0,40.3,At Risk
5725,20250216,2025-02-16,779,76,Call,10,-0.457,47.7,At Risk
5726,20231023,2023-10-23,1114,33,Email,5,0.256,71.1,Neutral
5727,20251030,2025-10-30,202,3,Visit,31,0.481,76.0,Healthy
5728,20221224,2022-12-24,1162,64,Email,50,0.832,71.6,Neutral
5729,20250826,2025-08-26,126,28,Call,5,0.643,67.5,Neutral
5730,20230211,2023-02-11,526,46,Business Review,31,0.66,74.9,Neutral
5731,20250919,2025-09-19,723,65,Email,50,0.089,63.4,Neutral
5732,20240225,2024-02-25,307,37,Demo,37,0.097,65.2,Neutral
5733,20241219,2024-12-19,1081,63,Email,31,0.545,91.8,Healthy
5734,20250121,2025-01-21,355,50,Training,51,0.273,68.2,Neutral
5735,20221125,2022-11-25,474,76,Email,5,-0.251,52.2,Neutral
5736,20240920,2024-09-20,347,7,Email,51,0.169,71.8,Neutral
5737,20240623,2024-06-23,152,47,Call,53,0.061,49.6,At Risk
5738,20251113,2025-11-13,1115,33,Call,21,0.577,74.9,Neutral
5739,20231213,2023-12-13,465,70,Training,49,0.91,82.0,Healthy
5740,20230601,2023-06-01,156,75,Demo,25,-0.25,66.3,Neutral
5741,20230126,2023-01-26,1167,16,Email,52,1.0,86.1,Healthy
5742,20210817,2021-08-17,71,32,Business Review,51,0.327,63.0,Neutral
5743,20230710,2023-07-10,351,61,Call,5,0.366,72.2,Neutral
5744,20250826,2025-08-26,1039,78,Call,20,-1.0,44.9,At Risk
5745,20240402,2024-04-02,358,78,Email,24,0.125,71.0,Neutral
5746,20240601,2024-06-01,870,75,Call,47,-0.512,58.1,Neutral
5747,20230711,2023-07-11,237,53,Email,36,0.086,76.7,Healthy
5748,20221209,2022-12-09,1048,11,Email,61,-0.274,69.8,Neutral
5749,20230802,2023-08-02,385,71,Demo,71,0.367,70.8,Neutral
5750,20251223,2025-12-23,1025,75,Call,54,-0.438,50.4,Neutral
5751,20240905,2024-09-05,1084,33,Email,47,0.522,67.1,Neutral
5752,20221104,2022-11-04,1158,80,Email,75,0.55,75.9,Healthy
5753,20250604,2025-06-04,441,55,Business Review,49,0.328,62.6,Neutral
5754,20220520,2022-05-20,908,14,Visit,30,-0.672,59.9,Neutral
5755,20220605,2022-06-05,530,24,Visit,15,0.213,67.7,Neutral
5756,20220817,2022-08-17,268,17,Demo,46,0.467,58.7,Neutral
5757,20220218,2022-02-18,564,77,Email,22,0.149,79.7,Healthy
5758,20241005,2024-10-05,179,22,Call,26,0.153,62.5,Neutral
5759,20250713,2025-07-13,855,40,Call,41,-0.571,54.8,Neutral
5760,20230929,2023-09-29,798,7,Demo,17,0.71,68.0,Neutral
5761,20220920,2022-09-20,1089,33,Call,38,0.278,80.2,Healthy
5762,20231023,2023-10-23,76,53,Email,48,-0.018,54.7,Neutral
5763,20250430,2025-04-30,351,46,Business Review,43,1.0,79.7,Healthy
5764,20240912,2024-09-12,138,85,Email,50,0.418,73.1,Neutral
5765,20250423,2025-04-23,192,34,Business Review,41,-0.575,57.1,Neutral
5766,20250703,2025-07-03,684,50,Call,32,-0.341,58.4,Neutral
5767,20240629,2024-06-29,336,16,Visit,18,0.292,58.3,Neutral
5768,20221104,2022-11-04,480,64,Call,7,-0.515,65.3,Neutral
5769,20210611,2021-06-11,530,55,Visit,24,0.33,79.6,Healthy
5770,20231001,2023-10-01,627,10,Email,27,0.599,70.7,Neutral
5771,20250110,2025-01-10,510,46,Demo,35,-0.204,74.1,Neutral
5772,20240405,2024-04-05,855,29,Call,32,-0.002,72.2,Neutral
5773,20250928,2025-09-28,849,7,Demo,7,-0.176,53.9,Neutral
5774,20210915,2021-09-15,760,39,Visit,46,0.488,74.7,Neutral
5775,20220712,2022-07-12,58,36,Email,36,-0.468,51.8,Neutral
5776,20250826,2025-08-26,137,30,Email,35,0.416,83.5,Healthy
5777,20241120,2024-11-20,6,61,Demo,42,-0.528,57.2,Neutral
5778,20250610,2025-06-10,344,42,Visit,25,0.623,84.1,Healthy
5779,20220313,2022-03-13,622,59,Email,30,-0.189,72.3,Neutral
5780,20241213,2024-12-13,392,63,Call,66,-0.302,65.8,Neutral
5781,20240527,2024-05-27,225,30,Call,32,0.345,68.3,Neutral
5782,20231230,2023-12-30,296,2,Visit,33,0.101,71.1,Neutral
5783,20221007,2022-10-07,1038,27,Visit,26,0.092,69.7,Neutral
5784,20250517,2025-05-17,842,2,Demo,58,-0.304,68.9,Neutral
5785,20240126,2024-01-26,356,73,Visit,34,-1.0,50.5,Neutral
5786,20231104,2023-11-04,904,71,Email,5,0.415,80.3,Healthy
5787,20210417,2021-04-17,622,59,Email,31,0.015,71.8,Neutral
5788,20231215,2023-12-15,236,70,Visit,80,0.731,59.6,Neutral
5789,20250930,2025-09-30,842,64,Call,24,-0.259,67.5,Neutral
5790,20231002,2023-10-02,504,26,Call,55,0.481,84.6,Healthy
5791,20231112,2023-11-12,351,61,Training,29,-0.122,61.7,Neutral
5792,20221215,2022-12-15,37,52,Call,33,-0.1,67.9,Neutral
5793,20241226,2024-12-26,271,48,Call,27,-0.575,57.1,Neutral
5794,20231127,2023-11-27,875,13,Visit,45,0.027,78.7,Healthy
5795,20250607,2025-06-07,367,14,Call,16,-0.032,64.5,Neutral
5796,20241108,2024-11-08,505,21,Call,16,-0.873,58.8,Neutral
5797,20231015,2023-10-15,1079,44,Call,18,0.61,76.5,Healthy
5798,20250720,2025-07-20,873,62,Visit,5,0.694,77.2,Healthy
5799,20241126,2024-11-26,693,52,Demo,6,0.133,77.5,Healthy
5800,20240122,2024-01-22,945,70,Email,56,0.655,62.3,Neutral
5801,20240706,2024-07-06,168,45,Training,19,0.783,76.0,Healthy
5802,20220414,2022-04-14,1026,30,Training,31,0.738,92.8,Healthy
5803,20211221,2021-12-21,783,59,Email,32,0.22,67.8,Neutral
5804,20210607,2021-06-07,385,6,Call,22,0.97,78.1,Healthy
5805,20251025,2025-10-25,629,42,Call,26,0.241,73.4,Neutral
5806,20241218,2024-12-18,332,61,Visit,71,0.191,69.4,Neutral
5807,20240424,2024-04-24,1084,26,Call,27,0.67,81.3,Healthy
5808,20250411,2025-04-11,45,68,Email,17,-0.427,67.4,Neutral
5809,20250126,2025-01-26,492,37,Call,5,0.389,56.4,Neutral
5810,20221019,2022-10-19,480,64,Call,9,-0.07,69.4,Neutral
5811,20250527,2025-05-27,477,61,Email,20,0.116,68.4,Neutral
5812,20230928,2023-09-28,1047,30,Visit,34,0.257,63.9,Neutral
5813,20230307,2023-03-07,981,41,Call,30,0.587,72.5,Neutral
5814,20240116,2024-01-16,76,53,Call,31,0.939,64.9,Neutral
5815,20251106,2025-11-06,878,38,Call,5,-0.362,48.5,At Risk
5816,20230316,2023-03-16,232,46,Visit,7,0.013,67.4,Neutral
5817,20220922,2022-09-22,985,51,Email,59,0.244,55.8,Neutral
5818,20251218,2025-12-18,1006,64,Training,59,-0.625,60.9,Neutral
5819,20240907,2024-09-07,1164,80,Visit,74,0.201,60.4,Neutral
5820,20250925,2025-09-25,1132,85,Demo,32,0.494,53.4,Neutral
5821,20231126,2023-11-26,219,42,Visit,27,-0.217,61.7,Neutral
5822,20250509,2025-05-09,66,54,Email,5,0.113,59.4,Neutral
5823,20240317,2024-03-17,301,5,Visit,62,-0.47,67.2,Neutral
5824,20240314,2024-03-14,538,31,Visit,40,0.399,84.1,Healthy
5825,20230817,2023-08-17,583,74,Email,5,-0.028,55.8,Neutral
5826,20210424,2021-04-24,530,43,Visit,44,-0.623,63.3,Neutral
5827,20240705,2024-07-05,613,42,Business Review,58,0.686,81.6,Healthy
5828,20211218,2021-12-18,1045,12,Visit,57,0.008,50.9,Neutral
5829,20251221,2025-12-21,400,21,Email,50,0.082,51.4,Neutral
5830,20240330,2024-03-30,526,22,Call,42,-0.167,67.9,Neutral
5831,20220808,2022-08-08,684,69,Demo,35,0.014,56.0,Neutral
5832,20250119,2025-01-19,708,6,Email,56,0.319,72.2,Neutral
5833,20240623,2024-06-23,1155,23,Visit,28,-0.265,60.6,Neutral
5834,20240920,2024-09-20,616,7,Email,40,-0.115,75.6,Healthy
5835,20230901,2023-09-01,873,3,Email,45,-0.169,64.9,Neutral
5836,20210927,2021-09-27,157,2,Business Review,37,-0.613,57.2,Neutral
5837,20240409,2024-04-09,495,45,Email,33,-0.269,77.4,Healthy
5838,20240503,2024-05-03,219,34,Call,21,0.738,72.3,Neutral
5839,20211125,2021-11-25,125,73,Email,27,0.514,83.8,Healthy
