alert_queue_rank,product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
309,1190,2025-12-01,2,Western EU,2026-01-01,,scoring,1902,refit_model_current_scoring,,,1,Medium Risk,0.2255495506263308,0.7568218749607867,0.01762857441288236,1.762857441288236,1.8,3.960395118932757,0.39,1,0,,,Services,Service Contract,Service Contract Model 11,Growth,154.0,26335.25,3.0,0.13,180.0,64.09,0,0.0,True,2310,57,17823.67,0.6767989671637823,0.1201248049921996,5.017865230738262,0,0,0,0,8.225999999999999,0.5,46.613,0.0,0.0567989671637823,0,1.6452,0.0,433.267533,Medium Risk,0.7568218749607867,0.33333333333332965,0.3333333333333305,Units Vs 6M Avg Pct,3.2925112909067336,increases predicted class probability,Customers Lag 1M,3.2560097996617112,increases predicted class probability,Units Lag 1M,2.9775121094194312,increases predicted class probability,Unit Share Lag 1M,2.914208850018459,increases predicted class probability,Inventory Months Cover,2.4701884244822296,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,596
310,1171,2025-12-01,9,Western EU,2026-01-01,,scoring,1719,refit_model_current_scoring,,,1,Medium Risk,0.4716550309758417,0.5108863163061773,0.01745865271798072,1.7458652717980723,1.7,2.7290181087106937,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 12,Growth,27.0,1182.05,2.0,0.148,180.0,61.55,0,0.0,False,260,3,315.3499999999999,0.2667822850133242,0.0301003344481605,-0.6617571391818884,1,0,0,1,8.123999999999999,-0.3333333333333333,47.121,0.0,0.0467822850133242,0,31.6248,0.0,373.8209484,Medium Risk,0.5108863163061773,0.33333333333332965,0.3333333333333305,Customer Share Category Region,3.6031994780871655,increases predicted class probability,Customers Lag 1M,3.5969570031027276,increases predicted class probability,Units Lag 1M,3.563142955596904,increases predicted class probability,Unit Share Lag 1M,3.203159632658799,increases predicted class probability,Revenue Lag 1M,2.3258733292972935,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,5,2,598
311,1174,2025-12-01,8,Eastern EU,2026-01-01,,scoring,1748,refit_model_current_scoring,,,1,Medium Risk,0.3995181536187594,0.5832939465847921,0.01718789979644861,1.7187899796448611,1.7,3.0883487308884465,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 15,Growth,69.0,3677.56,2.0,0.1715,180.0,62.45,0,0.0,False,257,2,590.5,0.1605684203656772,0.0687250996015936,18.160557768924303,0,0,1,0,8.420000000000002,1.0,46.519000000000005,0.0,-0.0594315796343227,0,21.684,0.0,797.4421104,Medium Risk,0.5832939465847921,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.525872206858447,increases predicted class probability,Units Vs 6M Avg Pct,-2.7890507018406194,decreases predicted class probability,Units Lag 1M,2.6593813070359373,increases predicted class probability,Customer Count Growth Pct,2.279825198787199,increases predicted class probability,Mom Units Growth Pct,2.0440609287166547,increases predicted class probability,Consecutive sales drop; Supply pressure,Consecutive sales drop; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,602
312,1113,2025-12-01,4,Southern EU,2026-01-01,,scoring,1134,refit_model_current_scoring,,,1,Medium Risk,0.4806904750966573,0.502244705524975,0.017064819378367884,1.7064819378367884,1.7,2.681871721408554,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 14,Mature,35.0,55385.07,3.0,0.0546666666666666,,,0,0.0,False,351,10,23444.07,0.4232922338095808,0.0189496480779642,-0.8268090303572104,1,0,0,0,10.0,0.5,10.0,,0.0832922338095807,0,17.0,,9415.4619,Medium Risk,0.502244705524975,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,4.415103816677113,increases predicted class probability,Units Lag 1M,3.7950524323311288,increases predicted class probability,Customers Lag 1M,3.4602932278314937,increases predicted class probability,Revenue Lag 1M,2.760741308790926,increases predicted class probability,Unit Rank Category Region,-2.542200594980348,decreases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,603
313,1192,2025-12-01,9,Western EU,2026-01-01,,scoring,1929,refit_model_current_scoring,,,1,Medium Risk,0.30763240902212463,0.6753222792421393,0.01704531173573609,1.704531173573609,1.7,3.547064513568057,0.39,1,0,,,Services,Service Contract,Service Contract Model 13,Mature,83.0,20534.73,2.0,0.076,180.0,54.35,0,0.0,False,230,9,11911.03,0.5800431756346442,0.0919158361018826,0.4856941508104299,0,0,0,0,8.14,1.0,48.56100000000001,0.0,-0.0399568243653557,0,1.628,0.0,334.30540440000004,Medium Risk,0.6753222792421393,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.17831493291625,increases predicted class probability,Unit Share Lag 1M,2.9623229763712144,increases predicted class probability,Units Lag 1M,2.8543374820454464,increases predicted class probability,Revenue Lag 1M,2.4403021135837335,increases predicted class probability,Customer Count Growth Pct,2.2685928931955575,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,604
314,1107,2025-12-01,4,Southern EU,2026-01-01,,scoring,1074,refit_model_current_scoring,,,1,Medium Risk,0.37724181677756025,0.6058289700475055,0.01692921317493419,1.692921317493419,1.7,3.198436981986869,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 08,Mature,96.0,137975.74,5.0,0.1016666666666666,,,0,0.0,False,316,6,56431.42,0.408995233509891,0.0519761775852734,-0.4377989598803911,0,0,0,0,10.0,0.25,10.0,,0.0689952335098909,0,2.0,,2759.5148,Medium Risk,0.6058289700475055,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.3914249503529987,increases predicted class probability,Customers Lag 1M,3.3461447008580487,increases predicted class probability,Unit Share Lag 1M,3.30946318060577,increases predicted class probability,Customer Share Category Region,2.944080911480288,increases predicted class probability,Revenue Lag 1M,2.5227954111597573,increases predicted class probability,Supply pressure; Losing category share,Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,2,2,608
315,1084,2025-12-01,2,Western EU,2026-01-01,,scoring,842,refit_model_current_scoring,,,1,Medium Risk,0.38903997241348465,0.5940406125013377,0.016919415085177553,1.6919415085177554,1.7,3.139397213358464,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 05,New,92.0,68170.22,3.0,0.1146666666666666,,,0,0.0,False,320,6,31309.5,0.4592841272919465,0.0565457897971727,-0.2684760456765762,0,0,0,0,10.0,0.5,10.0,,0.0692841272919465,0,2.0,,1363.4044,Medium Risk,0.5940406125013377,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.5582381625043777,increases predicted class probability,Customers Lag 1M,3.4987598131949524,increases predicted class probability,Units Lag 1M,2.9839422004898655,increases predicted class probability,Revenue Lag 1M,2.3458071499154918,increases predicted class probability,Revenue Vs Lag 1M Pct,2.3101897531471804,increases predicted class probability,Supply pressure; Losing category share,Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,2,2,609
316,1093,2025-12-01,4,Southern EU,2026-01-01,,scoring,934,refit_model_current_scoring,,,1,Medium Risk,0.4031494754279789,0.5801124578406666,0.016738066731354008,1.6738066731354009,1.7,3.0679429565168728,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 14,New,85.0,66927.67,4.0,0.09575,,,0,0.0,False,367,12,32992.27,0.492954110011599,0.0487106017191977,-0.3876925143266475,1,0,0,0,10.0,0.0,10.0,,0.102954110011599,0,17.0,,11377.7039,Medium Risk,0.5801124578406666,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.5270927172764712,increases predicted class probability,Customer Share Category Region,3.3258983155694826,increases predicted class probability,Units Lag 1M,2.8545960201050438,increases predicted class probability,Unit Share Lag 1M,2.5750476594254628,increases predicted class probability,Trend Slope 3M,2.509264616982712,increases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,613
317,1192,2025-12-01,4,Southern EU,2026-01-01,,scoring,1924,refit_model_current_scoring,,,1,Medium Risk,0.4490926156953271,0.5342369321722039,0.016670452132468816,1.6670452132468816,1.7,2.8378891821857075,0.39,1,0,,,Services,Service Contract,Service Contract Model 13,Mature,100.0,23990.74,2.0,0.1379999999999999,180.0,52.24,0,0.0,True,1388,51,13600.740000000002,0.5669162351807406,0.059347181008902,-0.6389516119498269,1,0,0,1,8.128,-0.5,48.983,0.0,-0.0530837648192593,0,31.6256,0.0,7587.215469440001,Medium Risk,0.5342369321722039,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,4.18849392776931,increases predicted class probability,Customers Lag 1M,3.416076777583647,increases predicted class probability,Units Lag 1M,3.204595676223945,increases predicted class probability,Customer Share Category Region,-2.5252700682770914,decreases predicted class probability,Customer Count Growth Pct,-2.1471164480423566,decreases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,5,2,616
318,1137,2025-12-01,10,Northern EU,2026-01-01,,scoring,1371,refit_model_current_scoring,,,1,Medium Risk,0.37156179612635526,0.6118183358465624,0.016619868027082273,1.6619868027082274,1.7,3.225290359503635,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 18,Mature,48.0,3806.84,2.0,0.1115,,,0,0.0,False,256,3,1439.0,0.3780038036796923,0.0451977401129943,,0,0,0,0,10.0,,10.0,,0.0680038036796923,0,2.0,,76.13680000000001,Medium Risk,0.6118183358465624,0.33333333333332965,0.3333333333333305,Volatility 3M,9.134981931745031,increases predicted class probability,Revenue Volatility 3M,7.429942436396337,increases predicted class probability,Trend Slope 6M,3.2901457626648876,increases predicted class probability,Risk Factor Volatility,3.229594843247982,increases predicted class probability,Customers Lag 1M,-2.8354477559186613,decreases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,618
319,1055,2025-12-01,8,Eastern EU,2026-01-01,,scoring,558,refit_model_current_scoring,,,1,Medium Risk,0.33662789642055485,0.6468797751495888,0.016492328429855842,1.6492328429855843,1.6,3.3993221600465025,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 16,Mature,105.0,45935.31,4.0,0.0995,,,0,0.0,False,337,3,14820.66,0.3226419937081082,0.0827423167848699,,0,0,0,0,10.0,,10.0,,0.0526419937081081,0,2.0,,918.7062,Medium Risk,0.6468797751495888,0.33333333333332965,0.3333333333333305,Volatility 3M,11.175706484531203,increases predicted class probability,Revenue Volatility 3M,8.686476153239486,increases predicted class probability,Risk Factor Volatility,4.062097992444831,increases predicted class probability,Unit Share Lag 1M,-3.282291623095996,decreases predicted class probability,Rolling Units Mean 3M,3.0042857740729576,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,620
320,1047,2025-12-01,2,Western EU,2026-01-01,,scoring,472,refit_model_current_scoring,,,1,Medium Risk,0.4567574309100636,0.5268739501594317,0.016368618930504446,1.6368618930504446,1.6,2.798055940102203,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 08,Growth,73.0,26549.79,1.0,0.063,,,0,0.0,False,315,0,6904.759999999998,0.2600683470566056,0.0570758405003909,,0,0,0,0,10.0,,10.0,,-0.0099316529433943,0,2.0,,530.9958,Medium Risk,0.5268739501594317,0.33333333333332965,0.3333333333333305,Volatility 3M,9.557360903951903,increases predicted class probability,Revenue Volatility 3M,6.895066125102499,increases predicted class probability,Trend Slope 6M,4.205315435967867,increases predicted class probability,Risk Factor Volatility,3.362102573536759,increases predicted class probability,Rolling Units Mean 3M,3.271779499065607,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,622
321,1190,2025-12-01,1,Western EU,2026-01-01,,scoring,1900,refit_model_current_scoring,,,1,Medium Risk,0.37031560332429914,0.6133387864480608,0.016345610227640098,1.6345610227640097,1.6,3.2301500345167056,0.39,1,0,,,Services,Service Contract,Service Contract Model 11,Growth,364.0,61876.26,8.0,0.13975,180.0,52.49,0,0.0,False,286,11,41757.98,0.6748627017857898,0.0884138936118533,0.6520075463913411,0,0,0,0,8.276,1.0,48.93300000000001,0.0,0.0548627017857897,0,1.6552,0.0,1024.17585552,Medium Risk,0.6133387864480608,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.301300834121927,increases predicted class probability,Units Lag 1M,3.0435797693606896,increases predicted class probability,Unit Share Lag 1M,3.02035802700565,increases predicted class probability,Customer Share Category Region,2.4363335449720402,increases predicted class probability,Order Count,2.179762872054407,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,623
322,1170,2025-12-01,3,Southern EU,2026-01-01,,scoring,1703,refit_model_current_scoring,,,1,Medium Risk,0.2405104507915623,0.7433047825923877,0.01618476661604918,1.618476661604918,1.6,3.8783715791224305,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 11,Growth,147.0,7493.139999999999,5.0,0.1052,180.0,51.27,0,0.0,False,314,1,1914.4899999999989,0.2554990297792379,0.0998641304347826,-0.1995814671181996,0,0,0,0,8.302,0.6666666666666666,49.17700000000001,0.0,0.0354990297792379,0,1.6604,0.0,124.41609656,Medium Risk,0.7433047825923877,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.3519875183552568,increases predicted class probability,Customer Share Category Region,3.320207874561646,increases predicted class probability,Unit Share Lag 1M,3.1453503525332946,increases predicted class probability,Units Lag 1M,3.036015209200179,increases predicted class probability,Units Vs 6M Avg Pct,2.344836543750668,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,625
323,1178,2025-12-01,5,Northern EU,2026-01-01,,scoring,1785,refit_model_current_scoring,,,1,Medium Risk,0.4018409803205962,0.5819819415420752,0.01617707813732877,1.617707813732877,1.6,3.0716804890836635,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 19,New,149.0,7943.59,2.0,0.1676666666666666,115.15,50.41,0,0.0,False,146,0,2172.8200000000006,0.2735312371358542,0.0736166007905138,1.3798239310097018,0,0,0,0,7.978000000000001,0.0,14.449500000000004,0.0,0.0535312371358542,0,1.5956,0.0,126.74792204,Medium Risk,0.5819819415420752,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-6.758912431361772,decreases predicted class probability,Customers Lag 1M,3.3774823377682512,increases predicted class probability,Units Vs 6M Avg Pct,3.2091147343043103,increases predicted class probability,Units Lag 1M,3.017247557399735,increases predicted class probability,Unit Share Lag 1M,2.932452558300814,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,626
324,1152,2025-12-01,8,Eastern EU,2026-01-01,,scoring,1528,refit_model_current_scoring,,,1,Medium Risk,0.4171109218641041,0.5667161850563465,0.016172893079549822,1.6172893079549822,1.6,2.9953098560772307,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 13,Decline,17.0,12100.52,1.0,0.112,,,0,0.0,False,259,0,917.0699999999996,0.0757876521009014,0.0289608177172061,-0.8369807364696632,1,0,0,1,10.0,-0.6666666666666666,10.0,,-0.1042123478990985,0,32.0,,3872.1664,Medium Risk,0.5667161850563465,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.6530234007616715,increases predicted class probability,Customers Lag 1M,3.2569184969212532,increases predicted class probability,Units Vs 6M Avg Pct,-2.9256536087435796,decreases predicted class probability,Units Lag 1M,2.841665313566916,increases predicted class probability,Revenue Lag 1M,2.5241957634603227,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,6,2,627
